Datetime,time,High,Low,Close,Adj Close,Volume
7/5/2022,09:30:00-04:00,256.5100098,254.7400055,255.1100006,255.1100006,1294628
7/5/2022,09:35:00-04:00,255.9600067,254.8699951,254.8999939,254.8999939,358480
7/5/2022,09:40:00-04:00,255.4799957,254.8099976,254.9700012,254.9700012,300371
7/5/2022,09:45:00-04:00,256.8754883,254.7799988,256.5899963,256.5899963,505525
7/5/2022,09:50:00-04:00,256.6400146,255.8699951,256.2999878,256.2999878,389552
7/5/2022,09:55:00-04:00,256.8099976,255.5299988,256.1900024,256.1900024,382976
7/5/2022,10:00:00-04:00,256.8699036,255.5599976,255.6699982,255.6699982,337151
7/5/2022,10:05:00-04:00,256.6300049,255.5682983,256.5799866,256.5799866,203803
7/5/2022,10:10:00-04:00,257.7709045,256.3601074,257.7099915,257.7099915,416150
7/5/2022,10:15:00-04:00,257.7799988,256.1799927,256.4700012,256.4700012,298892
7/5/2022,10:20:00-04:00,257.230011,256.3800049,257.0599976,257.0599976,266147
7/5/2022,10:25:00-04:00,257.3699951,256.3399963,256.8599854,256.8599854,201933
7/5/2022,10:30:00-04:00,257.0599976,256.4100037,256.75,256.75,192532
7/5/2022,10:35:00-04:00,258.4599915,256.5849915,258.3900146,258.3900146,310239
7/5/2022,10:40:00-04:00,258.7799988,257.6700134,257.6849976,257.6849976,237076
7/5/2022,10:45:00-04:00,257.7799988,257.2000122,257.5299988,257.5299988,163882
7/5/2022,10:50:00-04:00,257.4949951,256.769989,257.0700073,257.0700073,139946
7/5/2022,10:55:00-04:00,257.5499878,257.0599976,257.230011,257.230011,115095
7/5/2022,11:00:00-04:00,257.2099915,256.4707031,256.7999878,256.7999878,173646
7/5/2022,11:05:00-04:00,256.7999878,256.0660095,256.3500061,256.3500061,145820
7/5/2022,11:10:00-04:00,256.519989,255.9499969,256.2900085,256.2900085,107107
7/5/2022,11:15:00-04:00,256.6000061,256.1600037,256.4450073,256.4450073,115617
7/5/2022,11:20:00-04:00,256.7200012,256.0599976,256.2000122,256.2000122,118975
7/5/2022,11:25:00-04:00,256.5899963,256.0899963,256.3999939,256.3999939,118140
7/5/2022,11:30:00-04:00,257.0700073,256.1900024,256.6099854,256.6099854,145744
7/5/2022,11:35:00-04:00,256.730011,256.2099915,256.3800049,256.3800049,113402
7/5/2022,11:40:00-04:00,257.6199951,256.4100037,257.519989,257.519989,179073
7/5/2022,11:45:00-04:00,258.1000061,257.4400024,257.8387146,257.8387146,175974
7/5/2022,11:50:00-04:00,257.9100037,257.3599854,257.8800049,257.8800049,182524
7/5/2022,11:55:00-04:00,257.8999939,257.2799988,257.3900146,257.3900146,240991
7/5/2022,12:00:00-04:00,257.6499939,256.6400146,256.7099915,256.7099915,198041
7/5/2022,12:05:00-04:00,257.3299866,256.5599976,257.2999878,257.2999878,146734
7/5/2022,12:10:00-04:00,257.7200012,257.0599976,257.2600098,257.2600098,185554
7/5/2022,12:15:00-04:00,257.4899902,256.769989,257.4349976,257.4349976,234506
7/5/2022,12:20:00-04:00,258.2200012,257.1700134,258.2200012,258.2200012,183197
7/5/2022,12:25:00-04:00,258.4500122,258.0400085,258.25,258.25,154736
7/5/2022,12:30:00-04:00,258.5499878,258.1900024,258.3900146,258.3900146,163008
7/5/2022,12:35:00-04:00,258.4198914,258.1099854,258.1700134,258.1700134,100967
7/5/2022,12:40:00-04:00,258.3699951,257.8500061,258.0100098,258.0100098,196953
7/5/2022,12:45:00-04:00,258.0599976,257.6300049,257.6799927,257.6799927,124080
7/5/2022,12:50:00-04:00,257.7999878,257.4997864,257.6199951,257.6199951,112681
7/5/2022,12:55:00-04:00,257.75,257.4899902,257.5750122,257.5750122,62876
7/5/2022,13:00:00-04:00,258.1700134,257.4899902,258.1600037,258.1600037,116766
7/5/2022,13:05:00-04:00,258.3399963,257.8900146,258.3200073,258.3200073,109783
7/5/2022,13:10:00-04:00,258.7643127,258.269989,258.7099915,258.7099915,116764
7/5/2022,13:15:00-04:00,259.3467102,258.6000061,259.3200989,259.3200989,173343
7/5/2022,13:20:00-04:00,259.6650085,259.2399902,259.5100098,259.5100098,212466
7/5/2022,13:25:00-04:00,259.8599854,259.5,259.7099915,259.7099915,208940
7/5/2022,13:30:00-04:00,259.9899902,259.5499878,259.9173889,259.9173889,216641
7/5/2022,13:35:00-04:00,260.3099976,259.75,260.1600037,260.1600037,336879
7/5/2022,13:40:00-04:00,260.2900085,259.7099915,259.8183899,259.8183899,232805
7/5/2022,13:45:00-04:00,259.8800049,259.2600098,259.5,259.5,167619
7/5/2022,13:50:00-04:00,259.75,259.4700012,259.70401,259.70401,142813
7/5/2022,13:55:00-04:00,259.7799072,259.5299988,259.6549988,259.6549988,151670
7/5/2022,14:00:00-04:00,259.7898865,259.2900085,259.7550049,259.7550049,139433
7/5/2022,14:05:00-04:00,259.75,259.0700073,259.1726074,259.1726074,142436
7/5/2022,14:10:00-04:00,259.4899902,259.1099854,259.3399963,259.3399963,102913
7/5/2022,14:15:00-04:00,259.7099915,259.0400085,259.6700134,259.6700134,141395
7/5/2022,14:20:00-04:00,259.9400024,259.5,259.9100037,259.9100037,144857
7/5/2022,14:25:00-04:00,260.4500122,259.7889099,260.3200073,260.3200073,189348
7/5/2022,14:30:00-04:00,261.2600098,260.3099976,261.2098999,261.2098999,322682
7/5/2022,14:35:00-04:00,261.9700012,261.0499878,261.9349976,261.9349976,316898
7/5/2022,14:40:00-04:00,261.9700012,261.3999939,261.6799927,261.6799927,219572
7/5/2022,14:45:00-04:00,261.8900146,261.4700012,261.769989,261.769989,231927
7/5/2022,14:50:00-04:00,261.9500122,261.5700073,261.9299927,261.9299927,241904
7/5/2022,14:55:00-04:00,262.2600098,261.8599854,262.1199951,262.1199951,287473
7/5/2022,15:00:00-04:00,262.1700134,261.5299988,261.7399902,261.7399902,237123
7/5/2022,15:05:00-04:00,262.269989,261.6400146,262.0899963,262.0899963,251538
7/5/2022,15:10:00-04:00,262.1300049,261.8299866,261.9400024,261.9400024,165226
7/5/2022,15:15:00-04:00,261.9468994,260.9599915,261.1400146,261.1400146,195835
7/5/2022,15:20:00-04:00,262.1300049,261.1300049,262.0900879,262.0900879,251213
7/5/2022,15:25:00-04:00,262.730011,261.9299927,262.480011,262.480011,290928
7/5/2022,15:30:00-04:00,262.6799927,261.9700928,262.6700134,262.6700134,276479
7/5/2022,15:35:00-04:00,262.75,262.1000061,262.4599915,262.4599915,368240
7/5/2022,15:40:00-04:00,262.5299988,262.1600037,262.2600098,262.2600098,249323
7/5/2022,15:45:00-04:00,262.3900146,261.9100037,262.375,262.375,290427
7/5/2022,15:50:00-04:00,262.9599915,261.7900085,262.4400024,262.4400024,571247
7/5/2022,15:55:00-04:00,262.980011,262.1900024,262.9700012,262.9700012,997125
7/6/2022,09:30:00-04:00,264.4299927,263.0299988,263.7799988,263.7799988,924794
7/6/2022,09:35:00-04:00,264.1700134,262.3999939,263.1574097,263.1574097,420977
7/6/2022,09:40:00-04:00,264.3699951,263.125,264.3092041,264.3092041,363400
7/6/2022,09:45:00-04:00,264.4299927,262.4899902,263.3500061,263.3500061,462548
7/6/2022,09:50:00-04:00,264.3299866,263.2399902,264.2800903,264.2800903,290738
7/6/2022,09:55:00-04:00,265.3800049,264.1200867,265.2049866,265.2049866,553044
7/6/2022,10:00:00-04:00,265.2900085,264.0700073,264.3500061,264.3500061,429185
7/6/2022,10:05:00-04:00,266.1600037,264.2999878,266.1000061,266.1000061,416789
7/6/2022,10:10:00-04:00,266.1499939,263.9500122,264.5100098,264.5100098,335321
7/6/2022,10:15:00-04:00,264.6749878,263.6000061,264.2159119,264.2159119,289133
7/6/2022,10:20:00-04:00,264.9500122,263.7999878,264.6600037,264.6600037,189992
7/6/2022,10:25:00-04:00,264.8489075,264.1600037,264.5700073,264.5700073,158329
7/6/2022,10:30:00-04:00,265.2999878,264.3800964,264.3999939,264.3999939,296496
7/6/2022,10:35:00-04:00,264.6700134,263.980011,264.6199951,264.6199951,234089
7/6/2022,10:40:00-04:00,265.1900024,264.269989,265.088501,265.088501,227186
7/6/2022,10:45:00-04:00,265.1799927,264.4100037,264.4100037,264.4100037,176075
7/6/2022,10:50:00-04:00,264.9100037,264.2900085,264.5940857,264.5940857,179507
7/6/2022,10:55:00-04:00,265.0299988,264.2827148,264.9500122,264.9500122,128688
7/6/2022,11:00:00-04:00,265.0499878,263.3800049,264.1700134,264.1700134,301670
7/6/2022,11:05:00-04:00,264.4899902,263.9200134,264.1400146,264.1400146,165763
7/6/2022,11:10:00-04:00,264.4500122,263.6624146,264.2550049,264.2550049,154344
7/6/2022,11:15:00-04:00,264.5,264.2200012,264.5,264.5,177958
7/6/2022,11:20:00-04:00,264.8399963,264.25,264.5499878,264.5499878,235806
7/6/2022,11:25:00-04:00,264.5499878,263.5900879,263.6499939,263.6499939,159195
7/6/2022,11:30:00-04:00,263.6600037,262.8200073,263.2600098,263.2600098,296899
7/6/2022,11:35:00-04:00,263.5299988,263.1000061,263.5100098,263.5100098,161652
7/6/2022,11:40:00-04:00,263.519989,262.9306946,263.1600037,263.1600037,120245
7/6/2022,11:45:00-04:00,263.6300049,262.8999939,263.5899963,263.5899963,168216
7/6/2022,11:50:00-04:00,263.9299927,263.4400024,263.75,263.75,185632
7/6/2022,11:55:00-04:00,264.333313,263.6000061,264.1849976,264.1849976,238099
7/6/2022,12:00:00-04:00,264.269989,263.9206848,264,264,129980
7/6/2022,12:05:00-04:00,264.5887146,263.9750061,264.3562012,264.3562012,181924
7/6/2022,12:10:00-04:00,264.6700134,264.2000122,264.625,264.625,92929
7/6/2022,12:15:00-04:00,264.7449951,264.2399902,264.3391113,264.3391113,124319
7/6/2022,12:20:00-04:00,264.519989,264.0799866,264.1499939,264.1499939,84660
7/6/2022,12:25:00-04:00,264.4299927,264.144989,264.4100037,264.4100037,91404
7/6/2022,12:30:00-04:00,264.4700012,264.0899963,264.2600098,264.2600098,83569
7/6/2022,12:35:00-04:00,264.4899902,263.9899902,264.0799866,264.0799866,106688
7/6/2022,12:40:00-04:00,264.5,263.9500122,264.4168091,264.4168091,122534
7/6/2022,12:45:00-04:00,264.4500122,264.1149902,264.125,264.125,94778
7/6/2022,12:50:00-04:00,264.2703857,263.8800049,264.269989,264.269989,100622
7/6/2022,12:55:00-04:00,264.6300049,264.1400146,264.6000061,264.6000061,134199
7/6/2022,13:00:00-04:00,264.9760132,264.5499878,264.7950134,264.7950134,127590
7/6/2022,13:05:00-04:00,265.0299988,264.8251038,264.9515076,264.9515076,156619
7/6/2022,13:10:00-04:00,265.1300049,264.8900146,265.0799866,265.0799866,107118
7/6/2022,13:15:00-04:00,265.230011,264.7999878,265.0299988,265.0299988,102169
7/6/2022,13:20:00-04:00,265.25,264.9100037,265.0799866,265.0799866,114194
7/6/2022,13:25:00-04:00,265.1499939,264.8299866,265.0073853,265.0073853,94561
7/6/2022,13:30:00-04:00,265.1700134,264.8200073,264.9100037,264.9100037,99391
7/6/2022,13:35:00-04:00,265.25,264.9200134,264.9899902,264.9899902,107285
7/6/2022,13:40:00-04:00,265.269989,264.75,265.0600891,265.0600891,125396
7/6/2022,13:45:00-04:00,265.269989,265.0100098,265.0750122,265.0750122,85317
7/6/2022,13:50:00-04:00,265.1499939,264.9309998,265.0700073,265.0700073,274490
7/6/2022,13:55:00-04:00,265.3500061,264.9899902,265.0799866,265.0799866,101022
7/6/2022,14:00:00-04:00,265.5,264.3999939,264.980011,264.980011,321413
7/6/2022,14:05:00-04:00,266.3099976,264.9949951,265.4100037,265.4100037,375853
7/6/2022,14:10:00-04:00,265.4587097,264.1900024,265.1499939,265.1499939,307276
7/6/2022,14:15:00-04:00,265.125,264.2600098,264.3599854,264.3599854,181871
7/6/2022,14:20:00-04:00,264.9599915,264.2799988,264.8099976,264.8099976,159367
7/6/2022,14:25:00-04:00,266.3500061,264.3099976,266.1769104,266.1769104,333349
7/6/2022,14:30:00-04:00,266.8800049,265.8659973,266.4200134,266.4200134,422431
7/6/2022,14:35:00-04:00,266.7000122,265.7900085,266.3504944,266.3504944,209777
7/6/2022,14:40:00-04:00,267,266.3382874,266.9700012,266.9700012,295876
7/6/2022,14:45:00-04:00,267.2999878,266.480011,266.5621033,266.5621033,240630
7/6/2022,14:50:00-04:00,267.25,266.5,267.0499878,267.0499878,255926
7/6/2022,14:55:00-04:00,267.3200073,266.7900085,267.3099976,267.3099976,220025
7/6/2022,15:00:00-04:00,267.3599854,266.6700134,267,267,233011
7/6/2022,15:05:00-04:00,267.3200073,266.8349915,267.3200073,267.3200073,245826
7/6/2022,15:10:00-04:00,267.7000122,267.2200012,267.6000061,267.6000061,271110
7/6/2022,15:15:00-04:00,267.6700134,267.2099915,267.5650024,267.5650024,235119
7/6/2022,15:20:00-04:00,267.8900146,267.5100098,267.8391113,267.8391113,269615
7/6/2022,15:25:00-04:00,267.8299866,267.4299927,267.5501099,267.5501099,186487
7/6/2022,15:30:00-04:00,267.9299927,267.4299927,267.8800049,267.8800049,247750
7/6/2022,15:35:00-04:00,267.9899902,267.3500061,267.3900146,267.3900146,319500
7/6/2022,15:40:00-04:00,267.4200134,266.6799927,266.75,266.75,336778
7/6/2022,15:45:00-04:00,266.8699951,266.2399902,266.5499878,266.5499878,338721
7/6/2022,15:50:00-04:00,266.7999878,265.1900024,265.6000061,265.6000061,632463
7/6/2022,15:55:00-04:00,266.2999878,265.4700012,266.25,266.25,868972
7/7/2022,09:30:00-04:00,266.730011,265.019989,266.6400146,266.6400146,1014469
7/7/2022,09:35:00-04:00,266.8800049,266.1600037,266.644989,266.644989,336294
7/7/2022,09:40:00-04:00,266.9122009,266.0300903,266.5700073,266.5700073,290241
7/7/2022,09:45:00-04:00,266.9500122,266.2600098,266.7999878,266.7999878,375279
7/7/2022,09:50:00-04:00,267.8800049,266.5899963,267.8200073,267.8200073,465865
7/7/2022,09:55:00-04:00,268.1549988,267.5599976,267.7109985,267.7109985,352372
7/7/2022,10:00:00-04:00,267.7900085,266.8649902,267.4200134,267.4200134,327645
7/7/2022,10:05:00-04:00,268.3800049,267.2000122,268.3200073,268.3200073,336887
7/7/2022,10:10:00-04:00,268.3999939,267.5499878,268.0899963,268.0899963,307134
7/7/2022,10:15:00-04:00,269.0549927,267.8496094,268.7799988,268.7799988,444877
7/7/2022,10:20:00-04:00,269.019989,268.5299988,268.9200134,268.9200134,274306
7/7/2022,10:25:00-04:00,268.9599915,268.4710083,268.8099976,268.8099976,229092
7/7/2022,10:30:00-04:00,268.9241943,268.1900024,268.4899902,268.4899902,294434
7/7/2022,10:35:00-04:00,268.5176086,267.8850098,268.3200073,268.3200073,190137
7/7/2022,10:40:00-04:00,268.480011,268.1099854,268.2999878,268.2999878,130869
7/7/2022,10:45:00-04:00,268.6000061,268.0801086,268.1799927,268.1799927,176262
7/7/2022,10:50:00-04:00,268.6000061,268.0499878,268.3900146,268.3900146,157272
7/7/2022,10:55:00-04:00,268.4700012,268.019989,268.0711975,268.0711975,108597
7/7/2022,11:00:00-04:00,268.1799927,267.8200073,268.1000061,268.1000061,174939
7/7/2022,11:05:00-04:00,268.3999939,268.1000061,268.3200073,268.3200073,189413
7/7/2022,11:10:00-04:00,268.3619995,268.0100098,268.0400085,268.0400085,135205
7/7/2022,11:15:00-04:00,268.5599976,267.9599915,268.2999878,268.2999878,174364
7/7/2022,11:20:00-04:00,268.3299866,267.6000061,267.6300964,267.6300964,194309
7/7/2022,11:25:00-04:00,267.8599854,267.2999878,267.3599854,267.3599854,167305
7/7/2022,11:30:00-04:00,267.4704895,267.1400146,267.4100037,267.4100037,157361
7/7/2022,11:35:00-04:00,267.4303894,267.1000061,267.1099854,267.1099854,156233
7/7/2022,11:40:00-04:00,267.8497009,267.0499878,267.6400146,267.6400146,199927
7/7/2022,11:45:00-04:00,268.0620117,267.5899963,268.0620117,268.0620117,134805
7/7/2022,11:50:00-04:00,268.1499939,267.7973022,268.0299988,268.0299988,179789
7/7/2022,11:55:00-04:00,268.1749878,267.7900085,268.0299988,268.0299988,96410
7/7/2022,12:00:00-04:00,268.0799866,267.8200073,267.8500061,267.8500061,112134
7/7/2022,12:05:00-04:00,267.8699951,267.5499878,267.7099915,267.7099915,109277
7/7/2022,12:10:00-04:00,267.9649963,267.6499939,267.6998901,267.6998901,105479
7/7/2022,12:15:00-04:00,267.6900024,267.4200134,267.6499939,267.6499939,113248
7/7/2022,12:20:00-04:00,267.8399963,267.5499878,267.7149963,267.7149963,117921
7/7/2022,12:25:00-04:00,267.8399963,267.5799866,267.7149963,267.7149963,93825
7/7/2022,12:30:00-04:00,267.8699951,267.5499878,267.8200073,267.8200073,152780
7/7/2022,12:35:00-04:00,267.9715881,267.5700073,267.5799866,267.5799866,160588
7/7/2022,12:40:00-04:00,267.6899109,267.4500122,267.5,267.5,106736
7/7/2022,12:45:00-04:00,267.7550049,267.4500122,267.5,267.5,175270
7/7/2022,12:50:00-04:00,267.7999878,267.3699951,267.6650085,267.6650085,140962
7/7/2022,12:55:00-04:00,267.730011,267.4599915,267.6900024,267.6900024,162543
7/7/2022,13:00:00-04:00,268.0400085,267.6199951,267.8399963,267.8399963,178675
7/7/2022,13:05:00-04:00,267.9899902,267.75,267.9599915,267.9599915,96924
7/7/2022,13:10:00-04:00,267.9500122,267.4700012,267.5358887,267.5358887,89757
7/7/2022,13:15:00-04:00,267.6000061,267.2600098,267.4599915,267.4599915,88598
7/7/2022,13:20:00-04:00,267.6199951,267.394989,267.5400085,267.5400085,86012
7/7/2022,13:25:00-04:00,267.5899963,267.3599854,267.4150085,267.4150085,76678
7/7/2022,13:30:00-04:00,267.7999878,267.2999878,267.7799988,267.7799988,114700
7/7/2022,13:35:00-04:00,267.8233032,267.5100098,267.6199951,267.6199951,97453
